StopID,Lat,Lon
0002,53.3522439241978,-6.26369319257185
0003,53.352308114513704,-6.26378071577474
0004,53.352565311982204,-6.26416083778913
0006,53.35274013453521,-6.26443915559566
0007,53.352831709423,-6.26455561279244
0008,53.353263070400494,-6.26516902786927
0010,53.3533831208532,-6.26538948869645
0011,53.357098315018504,-6.264367217508639
0012,53.3567874117149,-6.264620230938691
0014,53.35853956482579,-6.26273109415865
0015,53.360248742071,-6.26097877430393
0016,53.366418719268,-6.30562813248608
0017,53.3630693416317,-6.258399654873919
0018,53.365846504215604,-6.25592715183862
0019,53.367134529172894,-6.25549885000296
0021,53.3700919968752,-6.2542959470207595
0022,53.37350338983789,-6.25278873212903
0023,53.3742280606094,-6.25624598332338
0024,53.3751327209722,-6.2603423057338
0025,53.375899466147395,-6.26361773641709
0027,53.379438741825396,-6.26657023850063
0028,53.38157841936339,-6.2659872472695195
0029,53.383488252945696,-6.26566910125417
0030,53.37032249048511,-6.304571486301009
0031,53.3860330079968,-6.26884305217631
0032,53.386195568073795,-6.271377201041401
0033,53.38871770674721,-6.2717561151574195
0035,53.386206787101294,-6.270910692540999
0036,53.386126850410996,-6.267877069783389
0037,53.3853461827785,-6.264871956492599
0038,53.3822363758352,-6.265494497469519
0039,53.3804139686277,-6.2656437359706105
0040,53.37666076545071,-6.26466896852795
0041,53.3755590495566,-6.261842984890139
0042,53.374650054137604,-6.25744616871966
0043,53.3738607806936,-6.25387126904289
0044,53.3730171891346,-6.25211728285836
0045,53.3698829775595,-6.254139183782691
0046,53.3671505186446,-6.255362950752599
0047,53.3639069169429,-6.25728360594459
0048,53.362319612013906,-6.25876079821053
0049,53.3599595429249,-6.2608703533934404
0050,53.35856871807,-6.26226415544044
0051,53.3578193915867,-6.263271207164481
0052,53.356642376911296,-6.264535982616089
0053,53.359987977317495,-6.262822417175981
0054,53.360144508054105,-6.26555056897542
0055,53.36041138502829,-6.2684545637406694
0056,53.360760809084205,-6.276448736250019
0057,53.3607629779029,-6.276598898936469
0058,53.360937046739394,-6.281189547671441
0059,53.3610798111773,-6.28486495538751
0060,53.3612325829705,-6.28924616707079
0063,53.3667922224349,-6.2927350895420995
0064,53.3670793846062,-6.29521812226779
0065,53.3672454471194,-6.298036615806321
0066,53.367294665015294,-6.30085978050426
0068,53.3690683116751,-6.304230572091201
0069,53.37138336761021,-6.303327053732881
0071,53.3702484929799,-6.304424142286281
0072,53.3689605162393,-6.30423485408999
0073,53.3673913388688,-6.30070565986637
0074,53.3671636633581,-6.29545519258809
0075,53.366538031960495,-6.291302660469889
0077,53.3613089666599,-6.289558635783321
0078,53.36112995381129,-6.283976458474999
0079,53.3610120517747,-6.28078085088952
0080,53.36085398043961,-6.27605432418293
0081,53.3608755304495,-6.27195161064351
0082,53.3607905531048,-6.27166957368021
0083,53.36027026703779,-6.2655454610183
0084,53.3601535788204,-6.26370214583265
0085,53.373903176347504,-6.251855554315011
0086,53.376050000343,-6.251151369217781
0087,53.3767515059213,-6.25486526820413
0088,53.3772868167025,-6.257669184782929
0089,53.3780266778775,-6.2615621054421196
0090,53.386385313303,-6.26525064756102
0091,53.3884276712898,-6.26539311616235
0092,53.3898371155964,-6.2646592139560795
0093,53.3922924850204,-6.26415334118428
0094,53.396034762411496,-6.26437695995448
0102,53.397763869334405,-6.26770519264467
0104,53.3996992733166,-6.2766047034157095
0105,53.402928279263705,-6.2817531830980595
0107,53.4020354088334,-6.27966858733346
0108,53.3997996026822,-6.27670591991293
0110,53.3979397308496,-6.26867552792526
0112,53.3961456373852,-6.26396643459103
0113,53.39226774434239,-6.2636882273892
0114,53.39133332205439,-6.263711229252371
0115,53.3879371437667,-6.26503719647247
0116,53.3776932415927,-6.2596517178032896
0117,53.3773656874082,-6.25753068649737
0118,53.3766425620642,-6.253562055233179
0119,53.375083348904106,-6.25081522653073
0124,53.3949192407339,-6.26060293700666
0126,53.3990954666854,-6.264086960560451
0127,53.3991073118747,-6.263665398577159
0128,53.389314748294794,-6.26582313262043
0129,53.3898900978417,-6.271407909591599
0130,53.3900917955006,-6.27416624285501
0131,53.3903858902625,-6.27834923697209
0132,53.3904747474477,-6.28264579804421
0133,53.390787729016196,-6.286286843453491
0134,53.3930943755496,-6.286058837714321
0136,53.3943802013895,-6.2898565965000905
0137,53.392316504687,-6.292615767315611
0138,53.389921688707894,-6.2923357428724005
0139,53.3906012467089,-6.28644469064249
0140,53.3906502957832,-6.28235305504237
0141,53.390444868323605,-6.27807621796187
0142,53.3901906060814,-6.27416224503815
0143,53.38986772564779,-6.26924373445044
0146,53.3751652311798,-6.265045409876469
0147,53.3724802262386,-6.26583086212365
0148,53.370661183566106,-6.26806887152094
0149,53.373138369012395,-6.2659694456000805
0150,53.3756588461862,-6.264995283028231
0151,53.371955260019206,-6.26929382771155
0153,53.3757325486121,-6.27007253305409
0154,53.3772587792009,-6.27554201512321
0155,53.3778740327406,-6.2795605048642
0156,53.378623390086005,-6.2816647390949205
0157,53.380411406122704,-6.28162280195689
0158,53.3813487195857,-6.28367453916758
0159,53.382783503007495,-6.28282008839594
0164,53.3884301474848,-6.28047289689577
0165,53.3890256757956,-6.283756583941469
0166,53.3895833816364,-6.28629012208709
0167,53.3901863864879,-6.2869725586128
0168,53.3892507680897,-6.28440906960613
0169,53.3884337181612,-6.28009688392555
0173,53.38212139586229,-6.28053172458063
0174,53.38068013856629,-6.2809355387977694
0175,53.3784240374337,-6.28155251643438
0176,53.3780318253919,-6.2792835837132195
0177,53.380468159592,-6.276209011955791
0178,53.3818810634027,-6.276332321791201
0179,53.380303214273795,-6.27599019666307
0181,53.377149626158705,-6.27420868484757
0182,53.3756488728599,-6.26988053112923
0183,53.37231571122889,-6.26873816459012
0184,53.369694481339295,-6.26896469940754
0185,53.3680919531923,-6.27002150329571
0186,53.3653461423133,-6.27157532336127
0187,53.3627250521459,-6.27243271184823
0188,53.360111704937296,-6.2725835125235
0189,53.35716743948829,-6.2734688155533895
0190,53.35511674758511,-6.27337143714743
0191,53.355067871714894,-6.26937728703458
0192,53.3564419073137,-6.26805963359414
0193,53.391187108351794,-6.29408936701527
0194,53.3550404318617,-6.269964296831889
0195,53.3550017088363,-6.273496271726169
0196,53.3568746992414,-6.27373605227429
0197,53.358952631612,-6.27323137351173
0198,53.3616253828786,-6.27283781041661
0199,53.3636128286868,-6.27229160970628
0200,53.36742269263121,-6.271596443938019
0201,53.3682818981564,-6.27010397204849
0202,53.3700711047643,-6.2689043418128705
0203,53.376391692382896,-6.2499349203328
0204,53.379587916179894,-6.246632147432099
0205,53.3814114784247,-6.24533959271276
0206,53.383527903105794,-6.247462421812981
0207,53.384821410433105,-6.2498597582473
0208,53.3866265412319,-6.247921464603991
0209,53.387333326642896,-6.245862785724549
0210,53.387531202646706,-6.24832031040033
0211,53.3842628908233,-6.24916106784001
0212,53.3831776698125,-6.246259135971449
0213,53.381404851676294,-6.244888894282499
0214,53.3793094535623,-6.2466435891944405
0215,53.3818630831345,-6.24243477581288
0216,53.3823305957173,-6.238176296143481
0217,53.3843233998961,-6.2367860979643
0218,53.3855704650574,-6.233592482143589
0219,53.387861335838004,-6.23838388899864
0220,53.387931336083405,-6.24496618514938
0221,53.3897208613383,-6.24686218189269
0222,53.3899360219973,-6.24927403269067
0223,53.391087092743795,-6.25176783205786
0224,53.39080832722421,-6.254215034636379
0225,53.390666239901,-6.25740839821896
0226,53.391140345425704,-6.2621854375243
0227,53.39114336813311,-6.25131445205464
0228,53.3918515400432,-6.25979580779445
0229,53.391399296388705,-6.2565214057718395
0230,53.3898878025971,-6.2490504815708
0231,53.3892396353637,-6.245919711717059
0232,53.3880194686416,-6.236918991610559
0233,53.385821088217,-6.233521969417981
0234,53.384950260526296,-6.23480581827319
0235,53.3832963912944,-6.2372344326283296
0236,53.3820245213262,-6.23814383659596
0237,53.382031711787604,-6.24351017627107
0242,53.3856456934285,-6.23199577523432
0243,53.3857798379741,-6.22952464985286
0244,53.3849890075177,-6.2234838653314695
0245,53.384472020303896,-6.21955158189355
0246,53.3851502521091,-6.216215852805849
0247,53.3869669538003,-6.21448610686803
0248,53.385564335412,-6.21445460686237
