,TravelTime,HourFrame,Day,SchoolHoliday,Rain,WindSpeed,TimeFrame,JourneyPatternID,VehicleJourneyID,SSID
0,40,23,Tuesday,False,0.0,15.5,2012-11-06,016C0001,6175,00510052
1,20,23,Tuesday,False,0.0,15.5,2012-11-06,016C0001,6184,00510052
2,22,23,Wednesday,False,0.0333251953125,16.5,2012-11-07,016C0001,6175,00510052
3,21,23,Wednesday,False,0.0333251953125,16.5,2012-11-07,016C0001,6184,00510052
4,18,23,Thursday,False,0.0,13.0,2012-11-08,016C0001,6175,00510052
5,20,23,Thursday,False,0.0,13.0,2012-11-08,016C0001,6184,00510052
6,39,23,Friday,False,0.0,10.5,2012-11-09,016C0001,6175,00510052
7,38,23,Friday,False,0.0,10.5,2012-11-09,016C0001,6184,00510052
8,42,23,Saturday,True,0.0,9.5,2012-11-10,016C0001,12455,00510052
9,43,23,Monday,False,0.0,10.5,2012-11-12,016C0001,6175,00510052
10,20,23,Monday,False,0.0,10.5,2012-11-12,016C0001,6184,00510052
11,20,23,Tuesday,False,0.1666259765625,11.5,2012-11-13,016C0001,6184,00510052
12,20,23,Wednesday,False,0.0,4.5,2012-11-14,016C0001,6175,00510052
13,20,23,Friday,False,0.0999755859375,7.5,2012-11-16,016C0001,6184,00510052
14,82,23,Sunday,True,0.0999755859375,25.5,2012-11-18,016C0001,15849,00510052
15,18,23,Monday,False,0.0,10.0,2012-11-19,016C0001,5498,00510052
16,39,23,Monday,False,0.0,10.0,2012-11-19,016C0001,5507,00510052
17,64,17,Monday,False,0.0,12.0,2012-11-19,016C0001,926638,00510052
18,41,23,Tuesday,False,0.0,10.0,2012-11-20,016C0001,5498,00510052
19,20,23,Wednesday,False,0.0333251953125,13.0,2012-11-21,016C0001,5498,00510052
20,18,23,Thursday,False,0.0,18.0,2012-11-22,016C0001,5498,00510052
21,39,23,Thursday,False,0.0,18.0,2012-11-22,016C0001,5507,00510052
22,99,13,Thursday,False,0.433349609375,12.0,2012-11-22,016C0001,928601,00510052
23,23,23,Friday,False,0.0,6.5,2012-11-23,016C0001,5498,00510052
24,21,23,Friday,False,0.0,6.5,2012-11-23,016C0001,5507,00510052
25,41,23,Sunday,True,3.099609375,15.5,2012-11-25,016C0001,15922,00510052
26,19,23,Monday,False,0.0,11.5,2012-11-26,016C0001,5537,00510052
27,39,9,Monday,False,0.13330078125,15.0,2012-11-26,016C0001,970996,00510052
28,41,23,Tuesday,False,0.0,6.5,2012-11-27,016C0001,5537,00510052
29,22,23,Tuesday,False,0.0,6.5,2012-11-27,016C0001,5546,00510052
30,39,23,Thursday,False,0.0,4.5,2012-11-29,016C0001,5546,00510052
31,18,23,Friday,False,0.0,7.0,2012-11-30,016C0001,5537,00510052
32,39,23,Tuesday,True,0.0,11.5,2013-01-01,016C0001,15784,00510052
33,43,23,Wednesday,True,0.0,14.0,2013-01-02,016C0001,5361,00510052
34,40,23,Friday,True,0.0,4.5,2013-01-04,016C0001,5352,00510052
35,20,23,Friday,True,0.0,4.5,2013-01-04,016C0001,5361,00510052
36,24,12,Friday,True,0.0,7.0,2013-01-04,016C0001,975276,00510052
37,20,23,Saturday,True,0.0,4.0,2013-01-05,016C0001,11564,00510052
38,19,14,Saturday,True,0.0,13.0,2013-01-05,016C0001,950818,00510052
39,19,23,Sunday,True,0.0,10.5,2013-01-06,016C0001,15784,00510052
40,21,23,Monday,False,0.0,13.5,2013-01-07,016C0001,5352,00510052
41,67,23,Monday,False,0.0,13.5,2013-01-07,016C0001,5361,00510052
42,21,23,Tuesday,False,0.0,5.5,2013-01-08,016C0001,5361,00510052
43,21,23,Wednesday,False,0.0,6.0,2013-01-09,016C0001,5352,00510052
44,30,15,Wednesday,False,0.0,2.5,2013-01-09,016C0001,908064,00510052
45,18,14,Wednesday,False,0.0,2.5,2013-01-09,016C0001,951089,00510052
46,40,23,Thursday,False,0.0,9.0,2013-01-10,016C0001,5352,00510052
47,20,23,Thursday,False,0.0,9.0,2013-01-10,016C0001,5361,00510052
48,72,12,Thursday,False,0.5,5.5,2013-01-10,016C0001,924738,00510052
49,39,13,Thursday,False,0.56689453125,3.0,2013-01-10,016C0001,990945,00510052
50,20,23,Friday,False,0.0,5.5,2013-01-11,016C0001,5352,00510052
51,20,23,Friday,False,0.0,5.5,2013-01-11,016C0001,5361,00510052
52,20,23,Saturday,True,0.0,7.0,2013-01-12,016C0001,11564,00510052
53,21,23,Sunday,True,0.0,11.0,2013-01-13,016C0001,15784,00510052
54,20,23,Monday,False,0.0,10.0,2013-01-14,016C0001,5361,00510052
55,57,17,Monday,False,0.0,13.5,2013-01-14,016C0001,962431,00510052
56,41,23,Tuesday,False,0.0,5.0,2013-01-15,016C0001,5361,00510052
57,20,23,Wednesday,False,0.066650390625,12.0,2013-01-16,016C0001,5352,00510052
58,20,23,Wednesday,False,0.066650390625,12.0,2013-01-16,016C0001,5361,00510052
59,37,23,Thursday,False,0.0999755859375,19.0,2013-01-17,016C0001,5352,00510052
60,19,23,Thursday,False,0.0999755859375,19.0,2013-01-17,016C0001,5361,00510052
61,20,23,Friday,False,0.60009765625,11.0,2013-01-18,016C0001,5352,00510052
62,19,23,Friday,False,0.60009765625,11.0,2013-01-18,016C0001,5361,00510052
63,43,23,Monday,False,0.0,3.0,2013-01-21,016C0001,5274,00510052
64,20,23,Monday,False,0.0,3.0,2013-01-21,016C0001,5283,00510052
65,21,10,Tuesday,False,0.0,3.0,2013-01-22,016C0001,948792,00510052
66,20,23,Wednesday,False,0.0,4.0,2013-01-23,016C0001,5274,00510052
67,41,23,Wednesday,False,0.0,4.0,2013-01-23,016C0001,5283,00510052
68,19,23,Thursday,False,0.0,11.0,2013-01-24,016C0001,5283,00510052
69,100,9,Thursday,False,0.0,2.0,2013-01-24,016C0001,901578,00510052
70,41,23,Friday,False,0.0,18.0,2013-01-25,016C0001,5274,00510052
71,23,23,Friday,False,0.0,18.0,2013-01-25,016C0001,5283,00510052
72,21,23,Sunday,True,0.0,19.5,2013-01-27,016C0001,15784,00510052
73,80,23,Monday,False,0.0,25.0,2013-01-28,016C0001,5274,00510052
74,41,23,Wednesday,False,0.0,15.5,2013-01-30,016C0001,5274,00510052
75,39,7,Tuesday,False,0.0333251953125,14.5,2012-11-06,016C0002,5537,00510052
76,80,9,Tuesday,False,0.0,15.5,2012-11-06,016C0002,5615,00510052
77,57,7,Wednesday,False,0.0,14.0,2012-11-07,016C0002,5537,00510052
78,62,9,Wednesday,False,0.0,15.0,2012-11-07,016C0002,5615,00510052
79,20,7,Thursday,False,0.0,12.5,2012-11-08,016C0002,5537,00510052
80,79,9,Thursday,False,0.0,10.5,2012-11-08,016C0002,5615,00510052
81,43,7,Friday,False,1.1669921875,16.0,2012-11-09,016C0002,5537,00510052
82,39,9,Friday,False,0.66650390625,16.0,2012-11-09,016C0002,5615,00510052
83,21,9,Monday,False,0.0,14.5,2012-11-12,016C0002,5615,00510052
84,20,7,Tuesday,False,0.0,18.0,2012-11-13,016C0002,5537,00510052
85,101,9,Tuesday,False,0.0,19.5,2012-11-13,016C0002,5615,00510052
86,101,9,Wednesday,False,0.0,9.5,2012-11-14,016C0002,5615,00510052
87,82,7,Thursday,False,0.0,3.5,2012-11-15,016C0002,5537,00510052
88,60,9,Thursday,False,0.0,3.0,2012-11-15,016C0002,5615,00510052
89,20,7,Friday,False,0.0,2.5,2012-11-16,016C0002,5537,00510052
90,58,9,Friday,False,0.0,1.5,2012-11-16,016C0002,5615,00510052
91,18,7,Monday,False,0.333251953125,22.0,2012-11-19,016C0002,4860,00510052
92,21,9,Monday,False,0.0,20.5,2012-11-19,016C0002,4938,00510052
93,59,9,Tuesday,False,0.0,12.0,2012-11-20,016C0002,4938,00510052
94,20,7,Thursday,False,0.533203125,19.0,2012-11-22,016C0002,4860,00510052
95,38,9,Thursday,False,2.599609375,16.0,2012-11-22,016C0002,4938,00510052
96,21,7,Friday,False,0.0,11.0,2012-11-23,016C0002,4860,00510052
97,42,9,Friday,False,0.0,10.0,2012-11-23,016C0002,4938,00510052
98,18,7,Monday,False,0.0,15.0,2012-11-26,016C0002,4899,00510052
99,39,9,Monday,False,0.13330078125,15.0,2012-11-26,016C0002,934669,00510052
100,60,9,Tuesday,False,0.0,11.5,2012-11-27,016C0002,4977,00510052
101,43,7,Wednesday,False,0.0,5.5,2012-11-28,016C0002,4899,00510052
102,18,9,Wednesday,False,0.0,6.5,2012-11-28,016C0002,4977,00510052
103,81,9,Thursday,False,0.0,5.5,2012-11-29,016C0002,4977,00510052
104,59,9,Friday,False,0.0,1.5,2012-11-30,016C0002,4977,00510052
105,14,9,Wednesday,True,0.0,17.0,2013-01-02,016C0002,4798,00510052
106,19,7,Thursday,True,0.0,11.0,2013-01-03,016C0002,4720,00510052
107,80,9,Thursday,True,0.0,9.5,2013-01-03,016C0002,4798,00510052
108,20,9,Friday,True,0.0,10.0,2013-01-04,016C0002,4798,00510052
109,18,7,Monday,False,0.0333251953125,9.0,2013-01-07,016C0002,4720,00510052
110,31,9,Monday,False,0.36669921875,9.5,2013-01-07,016C0002,4798,00510052
111,40,7,Tuesday,False,0.0,12.0,2013-01-08,016C0002,4720,00510052
112,40,9,Tuesday,False,0.39990234375,12.0,2013-01-08,016C0002,4798,00510052
113,80,7,Wednesday,False,0.0,4.0,2013-01-09,016C0002,4720,00510052
114,17,9,Wednesday,False,0.0,3.5,2013-01-09,016C0002,4798,00510052
115,41,7,Thursday,False,0.0,6.5,2013-01-10,016C0002,4720,00510052
116,60,7,Friday,False,0.0,5.0,2013-01-11,016C0002,4720,00510052
117,17,7,Monday,False,0.0,10.0,2013-01-14,016C0002,4720,00510052
118,17,9,Monday,False,0.0333251953125,11.0,2013-01-14,016C0002,4798,00510052
119,19,7,Tuesday,False,0.0,9.5,2013-01-15,016C0002,4720,00510052
120,20,9,Tuesday,False,0.0,8.5,2013-01-15,016C0002,4798,00510052
121,59,7,Wednesday,False,0.0,6.5,2013-01-16,016C0002,4720,00510052
122,98,9,Wednesday,False,0.0,7.0,2013-01-16,016C0002,4798,00510052
123,21,7,Thursday,False,0.0,2.0,2013-01-17,016C0002,4720,00510052
124,39,9,Thursday,False,0.0,3.0,2013-01-17,016C0002,4798,00510052
