SSID,R-squared,MAPE,MdAPE,Row_Count,JPID_Count
42924293,0.11067847773,24.5261643702,14.4010033509,1286,1
18372338,0.163919882373,27.6874094373,21.8221274771,3575,9
36573658,0.162387407786,26.4062400802,22.9946743725,1286,2
41824151,0.146259146038,45.8242268545,31.2501341767,3652,2
35543555,0.157439084287,30.4776654248,24.7722984078,1510,5
29142989,0.115062117881,25.7674100848,20.6608872073,2644,1
07230724,0.0979578151811,24.8545680856,19.6172897041,2528,1
05270528,0.098599067991,33.98307169,26.7729937173,4949,9
22385056,0.047250083377,24.5044248116,17.1695606656,5322,7
43361051,0.10728129545,18.2021344316,16.4238362457,2641,2
61976198,0.144544508953,28.5609949077,25.6314424525,564,1
04293032,0.10686300952,27.0557282971,25.2673280988,3852,7
10061007,0.0966710407311,32.4783101617,24.4931244628,1888,4
41084109,0.0678997029488,54.8372489286,71.0029105822,85,5
15151499,0.0647874532347,24.4704212487,18.4186766186,2718,2
25797395,0.146335937941,34.9802023326,36.4178465501,115,3
05850586,0.103522853791,31.5777703224,25.1745540057,2409,5
61244004,0.112646381315,31.5995351916,26.8694759263,259,3
10051788,0.0732478843768,29.5265136915,25.4185206855,978,1
38023805,0.118001003825,11.6795552866,9.65139563569,801,3
18382338,0.20259767546,31.8820779255,20.7344494233,2575,7
61856186,0.117120450633,44.1949746417,35.0864303127,317,3
21684536,0.134171055893,25.349408871,23.4173896402,793,1
31823183,0.352661157653,56.9087373123,27.5938877965,648,1
71227121,0.0709475269485,23.8320526495,11.9793857129,1673,1
41454146,0.173996781389,35.4314931466,28.2429351487,212,1
72394401,0.0551022752384,29.8324532103,20.0228469054,10044,16
35283529,0.229396541512,17.2693081047,12.4820977262,187,1
41384139,0.197357211042,21.3298068765,15.5393321792,273,1
61282544,0.0899237756176,17.5171357251,9.5538864727,809,2
03400407,0.146820907591,35.1722467591,35.6798112967,4605,3
10141015,0.183901968354,26.8081492947,22.0472809307,14658,9
71883082,0.071800245221,22.0184419969,9.12552152442,681,3
45161369,0.300007706887,28.4837931652,19.2687392215,3718,1
51560924,0.189677465939,19.7133831588,14.0557840199,317,1
18087389,0.317026972988,17.9817711767,13.6992680251,3943,1
46714672,0.0993019699936,23.5812428564,22.6810676859,3151,10
03130334,0.0967315415792,28.235186238,25.21566937,4357,3
37303732,0.0902969880683,27.9397931885,21.8744771306,305,1
44352605,0.225888093099,27.6241455707,23.017223453,1640,3
15941595,0.0360390501534,33.5770987102,46.2448384255,2697,2
12851016,0.266580283182,21.4194039802,17.511908333,4726,8
46941249,0.0784256326647,26.8339206374,12.3659313642,2184,3
28382839,0.134269504416,27.7015287919,18.4833841853,1085,4
21722159,0.252146023885,25.0784450745,27.0132253191,3211,11
11201299,0.377189263238,34.1188405727,33.155840587,1303,5
09480949,0.0366430879003,34.1274484323,42.569444556,2645,5
61546155,0.199688869543,34.0843064158,37.1887671106,2519,3
44352632,0.2289680521,25.6268575947,21.0902320854,3666,2
11631337,0.263602605858,31.2184391946,28.1452970162,1451,2
48261912,0.19977854261,28.7571730024,28.952750781,450,1
00790080,0.317145240386,33.9843921589,25.9240341227,8336,11
37853786,0.108147000049,26.2491506839,19.0476621884,1784,6
07240725,0.18892965976,23.653660595,20.6352089735,2549,1
11551157,0.266547955767,26.0724322266,22.9873005824,7629,8
34973498,0.123950511621,32.4962385482,24.9993392466,167,1
08690870,0.0992032221085,41.2112315685,42.3951423885,785,4
07860793,0.158279034366,19.4933144645,15.8938342577,11941,12
16691670,0.135030024753,36.5238897841,23.9533050055,2341,1
21012102,0.10522317998,20.0009250653,20.6572998596,11114,8
72477243,0.0472974045294,21.3625955741,22.796148412,4464,8
42244225,0.129367335424,22.0847158205,19.4598841715,2084,6
47734393,0.0609978067938,22.1054403035,16.9057430976,2518,6
05550557,0.304397208555,55.9911070641,26.6128987356,489,4
70997100,0.198832484554,20.0888046569,18.5913550683,2714,4
09500928,0.100179541968,35.5403687642,35.2955184539,2246,5
07634952,0.177849904765,59.5503838296,23.8066120492,201,7
08512791,0.118114609527,33.0518032965,29.0304357059,2020,2
35183519,0.145205254664,21.4637397995,17.3789759599,173,1
41704132,0.215694698598,35.5619314938,33.4626731798,3281,7
13881389,0.192779473801,28.5555389351,24.7140762361,2018,1
07540755,0.14583353993,40.8139282852,35.6896772753,5740,12
49867107,0.120169002532,30.0479030832,23.379462991,1910,3
60867419,0.287462730348,29.6912163575,24.5180648937,201,1
11881189,0.17725275902,35.0497080479,29.0578227601,2421,2
44212113,0.166420523636,30.1884043446,25.2715869732,443,7
30823084,0.365120755358,45.3711923089,34.4088426439,60,1
51447027,0.106940605527,54.8502422289,58.3798713365,2593,2
16601661,0.222493458237,39.7640164185,32.8153104941,14912,10
28612829,0.0799221704019,20.5453598245,18.7802377747,42,2
34853486,0.146440095002,24.8579634522,18.5371909031,1848,5
20256086,0.342002386013,20.6945678101,17.4471343229,200,1
21882189,0.235967119317,29.3921048409,24.012988142,8745,7
23115025,0.17983470628,26.1317916466,22.8444087656,2082,1
20372040,0.0607496093668,60.5640391649,46.0548031722,1289,4
02430253,0.159977540837,16.1789377541,12.4718429782,584,1
45234524,0.0446421750405,28.370921764,21.9918345153,2861,1
05760577,0.162604933686,34.1757004039,35.3457932758,2109,3
03330401,0.0784358533268,29.5948718395,18.5709605307,227,3
25404882,0.134700740653,42.7786810908,46.4024663158,753,1
51615162,0.0941198387197,32.2577126781,16.7271808413,280,1
22014401,0.183469205207,34.0088256478,26.6309173181,1375,18
22142215,0.0708352240162,24.4837148581,20.8061794501,9678,15
16971698,0.0634799786356,33.3125255506,29.2455072648,8110,13
20720867,0.159795305532,23.603306358,20.9625555058,161,1
60832733,0.177201117433,25.7942946057,17.0131869785,326,1
07850791,0.176305707897,20.9623996672,18.9951914118,75,1
30613062,0.100722511153,25.8622059926,14.4935353107,1155,2
61175079,0.08659521469,35.7428575609,30.4582723042,2659,3
43014302,0.129967146823,28.4668107354,20.6436071241,621,5
14951496,0.0660740674129,28.291438811,19.9813641846,1590,1
25842585,0.0795038816997,16.8471210802,11.6098997459,708,3
22082210,0.0802043215661,28.4822760769,20.7556386489,2002,2
04010404,0.0900480996168,26.2467548966,21.0581173132,1945,2
06430644,0.0756687038786,33.4138201275,43.1743592408,1190,2
16701671,0.174682706171,26.1509336137,29.1313867485,2214,1
42647296,0.0801113587196,27.3854859725,18.1759960875,703,2
30633064,0.110392286771,34.7552982062,40.0862945616,1163,7
11011102,0.0709148764914,29.8767776748,21.1584206747,1657,2
39863987,0.335157919056,22.5902787635,22.3829344329,1606,2
00030192,0.168473152836,27.2588645091,24.9466043166,2204,2
06250626,0.115590790803,22.7195363363,19.0157494163,981,1
71693743,0.128652003704,14.6098521969,12.3619122847,1050,4
33343352,0.271793157953,41.75515256,32.7346277583,1407,2
26652666,0.129707133516,26.471670117,16.1014248113,2965,2
10431044,0.072386071551,34.6655596712,39.2186710657,1343,1
14790313,0.200990497314,22.4249522972,17.611861959,16741,12
21717160,0.0485254727747,44.4861356778,46.1648949668,3097,3
13661367,0.518489343676,38.4800374185,26.402774679,3498,9
51205121,0.155503275513,10.9087005815,6.14375148058,922,2
15861600,0.202523259212,29.497403839,28.7743826481,287,2
10152812,0.20000134677,33.1089861583,31.5892744817,1655,4
19141805,0.137734688065,32.020029891,24.3223670483,6434,4
29652983,0.145417804516,30.6959889774,26.1798280736,831,5
15971599,0.0732653436829,34.3753899211,27.40378732,4301,4
21342135,0.10262885374,31.7197593148,35.4677548328,1458,2
00810817,0.1721285891,27.0309847072,25.0183135226,4495,2
39297108,0.2261884037,33.2320615062,31.7295678739,1818,2
31810447,0.241675456159,43.2910779862,38.3053903845,408,4
12941295,0.334819007145,33.0499564709,32.3655963989,5320,5
33293330,0.0720767773806,14.5684078924,8.73005846818,1152,2
19824406,0.0455518574315,30.8814396181,29.1817947745,4551,16
20432044,0.0348124608496,32.6886590878,28.2948639611,5789,11
02550234,0.132472710976,34.4601225025,28.1857906524,2544,1
16681669,0.0623827402818,35.0751653565,42.1537645144,2049,1
70707445,0.0956849494409,29.2974164691,20.444109008,2315,2
03190281,0.175554652688,22.3631934825,20.2675335147,6424,11
32963297,-8.63086080587e-05,24.0242754663,19.2638655462,17,1
42704271,0.0717147336722,29.5783045827,28.1122022062,666,2
20074571,0.216212504859,13.1429452729,10.8213340757,251,3
70187030,0.143224176205,21.265528411,16.9615204117,5073,3
44641869,0.112230955909,32.8564421626,26.5567411963,5694,5
02610271,0.0940437005843,28.2240704488,25.2412278704,1886,2
09420943,0.0851977421964,20.6936959817,15.6361621114,1629,3
09830984,0.215808483541,25.4071951596,23.6111073085,3645,7
12751276,0.13697586941,31.5474803677,26.9810478615,6229,8
46830107,0.107656105751,20.4937484251,15.5545747718,2977,8
15561557,0.0831550710273,30.9806253784,24.4710738479,2515,4
41364137,0.245299958192,28.1218936535,22.8469728018,247,1
62521502,0.194813946468,26.7631858219,20.6214487634,198,1
17381739,0.0813618122451,34.594853288,41.6964556606,3370,1
31123924,0.209046423331,17.3729664904,15.1990941233,1825,2
04592079,0.200964678563,14.7443043129,12.4076056272,155,1
13391340,0.146981160755,35.394033457,25.8237278322,4553,4
40984015,0.113676238403,25.2520646513,21.0705005065,475,3
21336244,0.175058621466,23.681802866,22.2717335931,3062,6
34443447,0.0828481808737,50.5231963915,78.4823190426,37,3
15601280,0.0926069181234,19.4381443095,14.7418587618,2575,3
39893990,0.14815894612,22.2328115585,16.1528842614,1634,2
40732583,0.10791246191,18.4162692876,12.2035599419,668,3
32093210,0.076658439785,32.3585398646,38.5460852741,3293,6
14881489,0.0632343390482,48.3083694011,53.8994144579,3426,1
31913192,0.0921112227782,44.5387220021,47.1773892768,577,1
47461845,0.165888722711,26.7640532524,24.4151346537,1186,3
72687270,0.0805711517143,33.7864553737,27.5268889345,65,1
02770335,0.167948727851,22.6149674778,16.4722795361,3189,1
24182419,0.143249730666,34.4948999597,27.9467306361,2872,1
21872188,0.357886276857,30.9045411445,30.0475396003,8792,7
04040747,0.0962223774949,23.2524899144,20.3215411285,13400,12
44131476,0.153455586848,26.9928753022,23.5023861557,8278,14
44692262,0.156278409364,32.1855722523,27.082196373,538,1
37123713,0.202215522239,20.6433442326,22.5725654042,2664,6
36493650,0.063823106828,17.0235361215,7.15726033742,950,2
17731774,0.115990192552,37.286089786,37.3565532335,2674,2
49802288,-1.38755217871e-06,25.3248395062,26.144973545,18,1
40974103,0.415911033087,20.5430244402,15.4178235403,502,4
60572183,0.0569248018088,28.8760544185,12.7304744649,677,2
39963997,0.172356443453,31.4630595007,24.6818289609,777,1
03990400,0.152756281545,33.5846481689,35.2630604521,8215,12
00850086,0.0941311332852,33.4841795797,35.4615650455,2995,8
34953496,0.1649651106,24.985995554,21.4372078347,114,1
37233724,0.0943509384255,21.7407252537,16.8130703735,1157,2
11321133,0.192417864611,38.8366976891,36.2818517507,1375,2
71083935,0.243307116478,21.8616173672,17.9016915781,1980,3
07410742,0.14153915986,28.0203272834,26.8947650049,2626,1
37367204,0.0521953095061,23.3722503199,20.0512170192,1001,3
43972848,0.174134873331,21.8993226528,22.2518373691,4286,7
00140053,0.0869588926807,30.6182806652,23.6388377663,2704,1
51245125,0.157009094624,11.2378915892,10.2633701856,842,1
27182719,0.262897963245,24.416242279,20.6226242641,6097,3
36263627,0.0944015131271,32.2420498896,29.8424666747,1538,3
22193365,0.106727783872,37.8063379183,43.3411573554,2928,5
36793711,0.241052503416,33.2865056258,27.0206754863,5946,10
35963597,0.0771974315253,33.6119204732,39.2105330429,810,1
50885089,0.0548104937718,34.0203896866,27.9424549329,952,2
42274230,0.241501652565,44.2284185015,33.0968575606,106,4
70574847,0.159690149992,42.302425355,47.4296390093,2127,3
01280129,0.120463299318,24.8201891045,23.2189886009,1590,4
28452846,0.324338632655,25.0105544729,17.8870256453,2838,7
