SSID,R-squared,MAPE,MdAPE,Row_Count,JPID_Count
47694770,0.287079679187,23.6829541897,19.903673562,3379,4
35853587,0.737468725302,12.1567756933,9.02837275575,119,4
14781479,0.223829712795,31.5127335363,28.4959991434,29054,34
29192920,0.253249304105,26.8703232418,20.7794109249,782,2
18277382,0.0779670370281,17.954348251,13.1172576107,2840,4
00400146,0.0772379884236,34.2349914729,35.6961120065,3869,4
38097174,0.097777293078,17.4342713636,10.9178929295,524,3
72954199,0.169264425952,20.8979675732,11.7082077012,262,7
22127165,-0.00579437932196,42.9697409224,17.8514774528,1901,2
33963397,0.329136819213,24.4765088568,24.4927771423,576,4
37813782,0.215325511754,29.2716818091,22.1966929968,1678,6
60146242,0.229945234184,33.0940322571,32.1507023997,2473,3
04020405,0.146577656097,24.5304881299,20.7414042909,6522,8
22492250,0.0038000928323,34.6909510192,34.4918068696,5939,6
13893355,0.230096987684,34.0026221166,34.5725171275,2017,1
29427065,0.324783363481,16.2647314497,13.6480294775,2504,2
43313641,0.650049571017,9.10524907188,6.16601021688,176,1
07800781,0.106041853374,33.7243349714,23.9527967979,5932,10
34713472,0.0891394158947,28.1795292415,19.8693772631,1809,5
41564169,0.517080273804,24.3095666984,21.7665170063,2905,7
38963897,0.517332711544,14.1571236077,8.37879310831,222,4
22462247,0.296876359144,26.4993489675,22.8558121871,6796,6
70564731,0.350989784402,26.4536224185,19.4347446137,199,1
21343378,0.354769135049,17.3754015486,12.779406785,835,4
42664307,0.999928181037,0.26015039038,0.24256497749,18,1
25392540,0.0867342364546,32.6356386806,23.8752151216,4122,5
16614523,0.296246756233,22.0451623352,17.0384654437,2851,1
24502328,0.336089628351,15.720966655,13.9933614536,1924,2
01410142,0.21520643422,30.1255359525,23.1841115854,4766,6
02420243,0.330147599076,32.6049242731,33.7853530142,2940,3
70626075,0.129075293078,31.3352534005,27.6369443939,3110,3
01360137,0.124212697952,21.5189020372,11.1951975425,3023,4
35622899,0.130322703494,34.7996516971,35.9290749761,1481,3
47477374,0.434243150161,12.1256276608,8.92502301775,4077,3
06280629,0.256826948334,26.2111784974,19.3210266659,944,1
15840983,0.279109173523,23.4905359909,20.3266509007,4128,6
06860688,0.556278371167,20.4304392614,14.6798570357,414,4
47454989,0.140159324297,32.0841928915,14.6951858559,1149,7
50733679,0.940977757678,3.41423007428,2.1150288803,42,2
31713173,0.394154413786,31.3020430287,27.3845441396,747,1
70797080,0.110674214518,16.2853564515,12.6893798193,153,1
26411948,0.42242178882,21.0465944483,15.9254848356,670,1
00900091,0.0822105775292,28.1092434635,18.432579535,7917,10
49274928,0.20126585868,28.1061658137,33.5461662835,3020,2
26162617,0.0972834509838,33.3944765648,29.9046933053,4122,5
20373046,0.0534606388275,32.9908094472,12.4804872461,780,1
25480946,0.412181623464,21.5018853426,17.9669570207,3342,4
12504698,0.181261792979,21.0967352022,17.4390797876,3556,3
20712072,0.0366705425144,37.3616489751,18.5849402878,261,2
74532002,0.221805721139,22.1455980064,18.5755100171,3493,1
61446145,0.17578998131,27.6893896853,24.3771287253,2201,2
11221123,0.0952220144821,30.9975027363,29.1258785969,4963,6
22052687,0.179104401301,26.3491060708,19.8450125767,7821,5
03340406,0.166024056676,15.9403654231,11.1208067961,10129,8
26362383,0.236076974153,30.2465336213,27.0793080844,1516,3
74614227,0.135074384922,12.0945227812,8.83465556946,1236,1
61820322,0.00940614486905,47.0398917111,41.1984610267,4527,9
21402141,0.152773038698,29.7626910057,23.3381062444,1801,8
24152416,0.367208238658,33.6531539731,33.5295362911,3122,1
06750621,0.999989226948,0.211118620141,0.215269785512,15,5
16661807,0.160252624109,18.5232656009,15.904877284,9158,8
16061607,0.204521424137,25.677281425,21.0134351904,4456,4
12861288,0.312551546349,34.1471591179,27.3262022392,6935,7
74587425,0.259161493979,26.2745678279,18.6963395571,1783,5
21492150,0.192249097766,22.2866648303,13.8134921686,1772,10
71723775,0.213018612634,28.9095450523,37.2460651512,1672,6
11000100,0.399522796927,34.1067168309,24.6439947606,3354,3
16481649,0.157322753144,30.769076999,27.2256492821,9015,5
35253527,0.505732085329,16.7772730554,11.151336769,139,1
31873188,0.552328494046,26.5742581858,22.8122082713,680,1
29257442,0.180495447358,20.555542828,15.760534573,2538,2
41094110,0.660468204508,14.4086118656,9.18145440222,113,5
07990800,0.0822609883763,33.485239063,26.9734267451,4910,3
08120813,0.169185970267,30.8203893815,24.2937282404,5180,2
16951696,0.475143162857,20.5471519913,15.3643383175,1996,2
49074908,0.129788145558,28.6035299742,26.2427582909,1703,6
43364337,0.160168406496,13.368672715,9.74321245872,1822,6
36567194,0.335507461488,13.9756989968,12.6289325031,158,1
61656157,0.544518622306,16.8042932114,12.7386618981,185,2
42924293,0.204929685445,22.6583804594,13.9994789575,1286,1
18372338,0.258576569399,24.5592888087,18.1826481962,3575,9
36573658,0.318773622397,22.5174170812,21.3624347409,1286,2
41824151,0.0867816806894,40.0080381534,26.4549824999,3652,2
35543555,0.25932109409,27.8497298064,22.2642768225,1510,5
29142989,0.226926064699,23.4304717731,21.5434413013,2644,1
