SSID,R-squared,MAPE,MdAPE,Row_Count,Outlier%_Cut,JPID_Count
13161315,0.209739290142,30.6301040217,34.9497475716,1827,0.2184598580010923,7
08600861,0.312632435249,23.3632142354,21.1772078628,1830,0.1091703056768559,1
03802087,0.308595864966,30.8662503333,31.0352677575,941,1.3626834381551363,2
50340792,0.203288456464,26.3404904076,22.9367715712,7159,0.7624064319378985,5
18871888,0.214435153147,5.74165644505,4.63562769554,1034,12.07482993197279,4
62436154,0.385124994979,26.2942424444,25.5722478715,2462,1.52,3
35693571,0.177882177763,28.512209218,30.7763675621,1399,0.49786628733997157,6
23292330,0.162680217748,30.6924739261,23.5249670454,4095,0.07320644216691069,4
71357136,0.548654538389,10.1456713488,7.09244060665,228,2.1459227467811157,2
19471948,0.291923291669,28.0195380485,25.3077203766,3331,0.4780400358530027,10
36973698,0.0917223019081,32.8176518742,40.7214449683,2266,0.8748906386701663,9
15674372,0.334099050563,19.6339308584,17.4495185507,2391,1.7666392769104355,3
32214982,0.146366491469,13.743139202,12.3875945839,1708,7.123436650353453,3
34094558,0.362035544289,17.3247264362,16.5824314466,748,0.5319148936170213,5
11797112,0.557273383292,13.7749335765,12.4668405335,81,0.0,1
28932894,0.413698747706,25.8789670375,19.3430872358,2764,2.8812368236120873,8
24485026,0.0760810846511,29.3010050719,27.230017745,3439,1.6866781017724415,6
04110414,0.731665774788,9.91019938632,6.45852544885,98,0.0,6
29387440,0.392458159543,16.5533234574,12.6093230849,227,0.0,2
15081509,0.182082000053,23.2607832711,19.0928494344,8879,0.02251998648800811,6
21842185,0.141664265762,37.7394727915,36.3608426245,8169,0.08561643835616438,5
10351314,0.210160547281,25.5113644968,19.2915457119,2182,0.7730786721236926,7
06420643,0.240107450277,28.1968693157,24.2818591431,1192,0.0,2
01344890,0.138194387183,19.5019147696,15.3701416084,3056,0.2936378466557912,5
