SSID,SSID_distance,max_sec,min_sec
01640165,228.56946427730145,41.142500278514234,12.659231556054074
01650166,179.20470878430206,32.25684500062677,9.925183626818363
01667458,303.6322428674005,54.65379934382815,16.81655457563315
01670168,215.36590529957982,38.76585985265558,11.927957538365467
01680169,299.46454293659133,53.90361341629736,16.585728123608675
01690141,423.61121906450876,76.2500133316105,23.461543862980946
01750176,195.69229719677355,35.224610677450386,10.838342347185186
01760181,348.587381170177,62.745723590973974,19.306377558806666
01770178,160.08962629020104,28.81613042694575,8.866502160897236
01781539,284.9122062415987,51.284193020752326,15.779752572648482
01797431,84.21401308571056,15.15852114274621,4.664160609936939
01810182,333.3911388413642,60.01040019061354,18.4647395428512
01820183,404.3170634948992,72.7770656069166,22.39294450389117
01830184,328.4923730201588,59.128622413338796,18.19342328866299
01840185,191.48106956041582,34.46658976354767,10.605105129989674
01850186,325.19304381558436,58.53474320402573,18.01069121413843
01860187,297.19696991003224,53.49545030416978,16.460139466767583
01860838,191.81497775700512,34.52669323412546,10.623598506576322
01870188,296.88001563697406,53.438398539583446,16.442585076691856
01880189,333.8925213662264,60.10064903786883,18.49250842046772
01890190,228.4706711518557,41.12471751735662,12.653759936933302
01891613,368.72359851112793,66.37024242238363,20.421614184084277
01900191,394.44963757560305,71.00092908353422,21.846440927967162
01910819,400.67629226221743,72.12172683746098,22.19130179442923
01920795,286.79077970607807,51.62233621730715,15.883796638889331
01930138,272.6775490303191,49.08195489890104,15.102140805318822
01930979,424.06185408513994,76.33112762883498,23.486502109663085
01940195,344.7340030877873,62.052115591632464,19.092959701035365
01950196,207.5150439108267,37.35270491573241,11.493140610614633
01960197,233.18935744687627,41.974080982511246,12.915102556070623
01970198,304.05351202039475,54.72962778530083,16.839886405070814
01980199,225.7656763482913,40.637818491666955,12.503944843808261
01990200,514.1017865285977,92.53831417208245,28.47332901454808
01991506,366.5414931247289,65.97746348425412,20.30075911950476
02000201,184.40630271530208,33.19313183330382,10.213271898982345
02010148,297.626997963299,53.572855347565394,16.483956404516096
02010202,213.719049926397,38.46942590919738,11.836747089172828
02020151,237.6687961212007,42.780379879385734,13.163194538080173
02030204,421.0521032008363,75.78937251300073,23.319808218635657
02040205,222.41984702087916,40.03556926091271,12.318637377928388
02050206,356.7956649189,64.22321454754483,19.76099018600701
02050215,279.0627180049996,50.23128522239711,15.455780924442296
02051620,296.0535094363477,53.289627435372395,16.39680934978395
02060207,231.53662696120227,41.676589518889244,12.82356671604033
02080209,325.9741097516967,58.675335061278595,18.053950249535195
02090210,204.2495509656148,36.76491623261736,11.312282544254787
02100211,427.2840051310388,76.9111147706978,23.664959701658525
02110212,226.89424849475887,40.84096146177968,12.56645037653556
02120213,260.3558018460602,46.86404058316759,14.419705593450583
02130214,259.6329977336497,46.733935853342075,14.379673366671716
02144432,265.2763258688913,47.74973483642165,14.692226917237626
02150216,389.219992227403,70.0595929961651,21.556799038888805
02160217,239.26962420900074,43.06852891213782,13.251855783837437
02160236,28.635642126553023,5.15441517042633,1.5859739864312694
02170218,279.82364155529945,50.36825145049378,15.49792438157537
02170242,350.6700195659045,63.12059847221493,19.421723682499977
02180219,473.1356024239944,85.16440162316685,26.20443271998904
02190220,456.2474292213,82.12453068987155,25.269087765632918
02191641,349.1800068230402,62.852396199955535,19.339199901849614
02200221,269.0630773222971,48.431350043505475,14.901954684879108
02201622,256.7658259330036,46.21784497051305,14.220876163160172
02210222,190.3967655401979,34.27141505552242,10.545051370348158
02211623,281.1212424309029,50.601819589416955,15.56979150522437
02220223,253.5045782266023,45.63082043032278,14.040253217713278
02230224,194.1659843043999,34.94987437880203,10.753808096765335
02240225,245.4044510745989,44.17279765960399,13.591630801876105
02250226,324.74599260909935,58.45427399329596,17.985931455619497
02260228,265.26872150647677,47.748366051296536,14.691805752560418
02270230,230.58069048480317,41.504520966902895,12.770622543266082
02280229,221.97905376507254,39.956226481214934,12.294224213592345
02290227,351.7539507933179,63.31570607754074,19.481756795155903
02300231,289.02054724688054,52.023694342542946,16.007291453493902
02310232,726.8681696801692,130.83626007552965,40.25731302210628
02311641,468.0728134760195,84.25309968543553,25.924032108234137
02320233,338.53554301237835,60.93639286731667,18.749660382232392
02330234,156.92447448959138,28.246403148414196,8.69120145010164
02330242,150.62777807995008,27.11299788535118,8.34246134984434
02340235,263.200716588417,47.37612519582504,14.577270098379524
02350236,153.66172357482952,27.659108030740672,8.510495250039906
02360217,267.925162723446,48.22652543209825,14.838931724032538
02360237,432.3200076790295,77.8175951568177,23.943876758989283
02361190,379.67886294324916,68.34218986240965,21.028367276158605
02370213,197.85383447746037,35.613687356847876,10.958058255168678
02420243,162.51131461130737,29.252034289872583,9.000626433841605
02430244,411.69457817380317,74.10501814288311,22.801545306818753
02430253,744.0041539743598,133.9207370017258,41.20638289811512
02430254,688.129528340949,123.86330519230641,38.11178832382393
02440245,270.44644686009815,48.68035654038914,14.978572072779047
02450246,303.59773666819854,54.64758822846868,16.814643463109004
02454474,268.4518514650599,48.32132939800443,14.868102176696189
02460248,169.04343305360072,30.42781551542289,9.362405292509449
02471240,226.2814272153319,40.730653640307445,12.532509506510456
02480249,193.22975471300012,34.78135306583177,10.701955382210336
02490250,358.8288285152716,64.58918396561417,19.873596167034215
02500251,203.34063058955854,36.60131057801569,11.261942340050815
02510252,325.3802450150709,58.568439417237606,18.021059280316315
02514597,1054.5917676822103,189.82650299667762,58.408158003121606
02520255,239.3062539281809,43.07512226106278,13.25388450669594
02530244,1005.7292202321297,181.03124515928374,55.70192467250135
02537130,666.8233033915918,120.02818500823173,36.93175127875275
02540244,1061.3557860849605,191.04402621177078,58.78278055159091
02541246,748.9868855744097,134.81762861798344,41.482349564555626
02550218,156.02765952087066,28.0849764669586,8.641531699210518
02550234,233.10269739808038,41.95848217497589,12.910302922716996
02604725,280.1005377464605,50.418092760915464,15.513260170246792
02610270,420.54540613252806,75.69816704800168,23.29174499708168
02610271,653.78560873656,117.68140015806878,36.20966359255622
02610409,2792.6363766029804,502.67450757457584,154.66908782000291
02620270,406.9439597213004,73.24990688984153,22.538434137464414
02630271,612.1745658786517,110.19141304284426,33.905052044847125
02630277,355.8563579965994,64.05413931505674,19.708967034667857
02634725,207.09482166601993,37.27706491771839,11.469866763782845
02636071,243.22025009848974,43.77964151535683,13.470659673869347
02646059,395.4182428822007,71.17527802477387,21.900086759012055
02650271,557.9588834763199,100.4325909911303,30.902337401092492
02650272,227.87864441788938,41.01815271376787,12.620970764782285
02656059,371.28243594210096,66.83083312311152,20.563334407541976
02700335,509.9839092734227,91.79709632544838,28.245261972183116
02700336,528.4156237967984,95.11480467423934,29.266095366811104
02710335,276.8112997327915,49.82602996582007,15.331086992435543
02710340,419.469012443639,75.50441619950172,23.23212934808759
02710401,612.2580229335076,110.20643531151654,33.90967428161767
02714521,614.798886845096,110.66379077901402,34.05039904864165
02720335,606.8239828463702,109.22830817408197,33.60871206881529
02720336,625.2556973697295,112.54601652286999,34.62954546344236
02730402,474.32490250648766,85.37847562088973,26.27030164601343
02740002,418.82802774300217,75.38903896261728,23.19662865784926
02740007,507.2542176265197,91.3057518683134,28.094079053922222
02770288,546.7972819378919,98.4235028749403,30.284156408027084
02770292,570.8365671840002,102.75057387307412,31.61556294273077
02770335,533.0638891785005,95.9514923760107,29.523537750845254
02780010,474.0286036041621,85.32514182273782,26.25389124567319
02790007,532.5337269999003,95.856063191497,29.49417492321479
02790008,594.8060453022005,107.06507958918971,32.943103236599335
02810004,400.9020284762976,72.16235935274482,22.20380410751669
02810006,427.0576580334971,76.8703722963997,23.65242355502634
02810007,440.49684618389364,79.28942596994678,24.396747803495703
02810261,751.8678865623006,135.3362087543174,41.64191269226495
02844504,848.4828772433693,152.72690568565403,46.99289665980761
02881171,225.54258299871276,40.59766169195536,12.491588904751135
02890496,285.57735964418856,51.40392062364029,15.816591837115876
02910496,327.03179521326757,58.86571842913069,18.11252975058024
02921171,201.5060460514863,36.2710853875807,11.160334583520235
02930496,342.5782841368637,61.66408621150857,18.97356603900006
02970407,208.39191891361224,37.51054240360681,11.541705994188838
02970496,389.9328643203997,70.18790996263914,21.596281184605985
02970497,566.3543951163201,101.94378296543498,31.36731957278525
02971171,384.8382170133591,69.27087352073475,21.31411610993088
02980496,363.26213393272275,65.38717887691578,20.119133076418294
02990497,512.9649340064003,92.3336807344576,28.410364876407037
02992498,407.44448776167974,73.3400019299022,22.56615568978766
03000497,495.5902692665296,89.20624133147602,27.448075776039776
03070308,326.85862916087075,58.83454854219285,18.10293901560665
03080309,145.10195214568938,26.118349296756143,8.036415613326412
03092383,613.5153352275902,110.43275150634611,33.979310037729675
03097412,304.54108122801784,54.81739023565199,16.86689023744369
03100003,622.156489856221,111.98815921506704,34.45789705153478
03121444,505.311083252853,90.95598770903452,27.98645930664517
03130297,369.68267454568627,66.54287609479344,20.47473224007537
03130334,337.5256427519784,60.75461083498725,18.69372744611013
03130349,521.512940116856,93.87232171124835,28.88379289548636
03150336,388.72539677729617,69.97056582226804,21.52940606078795
03150347,483.7884429140086,87.08191275796852,26.79443617875897
03170312,579.6198881826023,104.33157152634269,32.10202378606354
03180312,573.6241692908993,103.2523422121745,31.769953209466347
03190274,502.60292669416054,90.46851956746733,27.83646910093273
03190278,618.1365102827189,111.26456294972435,34.23525203448284
03190279,477.3058501509031,85.91504615395887,26.43540028071709
03190281,569.3755608179106,102.48759274821649,31.534645669062233
03191443,836.3172584993118,150.53709448690856,46.31910856133768
03200274,548.8311475754981,98.78959866042176,30.396801271337097
03200278,664.3647311640594,119.58564204267932,36.795584204887376
03200279,523.5340710322004,94.23612524690604,28.99573245111922
03200281,615.6037816991993,110.80867184116212,34.094977839463894
03220323,1009.8410555860959,181.77137546378722,55.92965708649991
03230332,1396.168195546704,251.3102550935863,77.32623661917164
03236234,1259.9891171326958,226.7980229400434,69.78401092343519
03240327,176.657068445802,31.798269776382778,9.78408355000544
03241555,1523.5135611766984,274.23241907321216,84.37921054199043
03241634,1132.4489337517725,203.8407917680557,62.72024709467671
03246235,138.04078878122513,24.847339992833323,7.645335805844203
03251443,667.9379177970025,120.22881558515519,36.993483767379
03261443,626.7070922742713,112.80726758478743,34.70993041002289
03276016,1274.036346507182,229.32652402517084,70.56201130040981
03277113,915.6451201796693,164.8161084470518,50.7126515616395
03281443,584.553456037683,105.21961366921384,32.375267537465085
03291443,540.6975886788709,97.32555817615211,29.946327251227874
03330401,379.5588454806663,68.320586720873,21.021720155317638
03330403,649.4313481910004,116.8976333225694,35.96850455289222
03340403,633.8217770477987,114.08791074157091,35.10397448008794
03340406,667.9910477846282,120.23837898216276,36.99642635123661
03351278,408.323173588289,73.49816536603879,22.614821365140404
03354521,338.05407992399785,60.84972951834125,18.722994734916934
03360350,549.7331501905805,98.95195911814777,30.44675833801964
03360401,317.2004071355004,57.09606871670458,17.56802211659948
03360403,459.3122858837531,82.67620484497917,25.438833668913496
03360404,603.9207138273996,108.70571979247434,33.44791563479959
03360406,621.3357695653496,111.84042957452856,34.41244177500541
03361279,418.3278330113527,75.29900391812318,23.168925565701368
03370350,563.8682131547064,101.49627024814552,31.22962334445455
03371279,432.4628959754721,77.84331504811978,23.95179057213592
03390402,509.4246373370006,91.69642738494592,28.214286911851435
03400350,425.44187710197696,76.57953175199331,23.562934151791115
03400407,396.5440912807904,71.37793072030782,21.962441438014448
03421279,385.5685218673616,69.40232838393881,21.354563762387688
03424521,287.1155813117697,51.6808005016545,15.901785650454059
03460317,266.1237215328102,47.902266043724545,14.739159599007097
03470406,526.1792905512023,94.71226472223523,29.142236913180756
03480403,426.82631318450683,76.82873022691281,23.639610609859194
03490404,466.3944875845635,83.95100104914134,25.83107867653389
03500351,425.0870350853979,76.5156601941188,23.54328136366434
03500493,865.7505329976011,155.8350834727615,47.949259108808455
03502809,370.3651151130999,66.66571538710075,20.51252894749405
03510352,199.16638824519083,35.849947016138586,11.030753538976636
03520353,192.0338511825355,34.56609044756915,10.635720726768842
03530354,218.4160097613981,39.31487861186137,12.096886396707923
03540355,227.29936207565942,40.913881900508144,12.588887435848523
03550356,428.147548138871,77.06655249967258,23.71278669783811
03560357,389.95615510555956,70.19210230363254,21.597571135752318
03570390,187.41169216107787,33.73410189026586,10.379724233420331
03710391,182.2572725971992,32.80630644299134,10.094248695371066
03720373,178.33115263462847,32.09960490626473,9.876802056642758
03730374,157.9525245129013,28.431452137806062,8.748139603837252
03740375,313.87728073928395,56.49790601323863,17.38397204380103
03750359,1186.1830107971025,213.51292486244446,65.6962882116232
03752804,474.78321081490856,85.46097110980585,26.29568487477808
03760377,220.97044260263445,39.774676486500084,12.238362673663135
03770378,363.77567527349197,65.47961631085924,20.147575365360776
03780380,204.17063839160863,36.7507119704326,11.307912001802029
03802087,693.6752546146815,124.8615358417198,38.418936232962395
03810382,351.5346420479019,63.2762305065239,19.469610464939542
03824451,132.1269246557901,23.782844535414654,7.317798723882561
03830384,351.9427951003179,63.34969805008137,19.492215864209214
03840385,161.40069077687966,29.052122015668576,8.939114961448967
03850387,158.73494495769327,28.572287806601764,8.79147365817443
03852806,344.1998605015436,61.95596993380025,19.063376420063918
03870388,285.11121542084453,51.32001467015084,15.790774619227706
03880389,112.53888216967583,20.256997169981876,6.2329225513562605
03890393,284.88485507729973,51.27926981157236,15.778237738970748
03900372,342.8294923421199,61.70930368483729,18.987479108487157
03910392,319.64034478018215,57.53525745761219,17.70315712128622
03920395,536.791101226716,96.62239049101764,29.729967951511217
03930371,201.8184472789179,36.32731760401981,11.177636804921315
03950396,290.7566120462088,52.3361859814227,16.103442732320666
03960397,160.46183346827505,28.88312771363929,8.887116711790823
03967371,650.2447366419807,117.04404323203306,36.013553758299146
03970398,239.0010746318928,43.0201899921255,13.23698226916373
03980399,191.70014543715644,34.50602341820628,10.617238562864332
03990400,317.9414408432726,57.22945477343268,17.609063982481214
04000279,987.4116806925018,177.73408830592325,54.68741481527912
04000281,1079.4813913594992,194.30663490017906,59.786660203623704
04000310,820.1517083033195,147.62729568441387,45.42378580329066
04000319,510.06400325234966,91.81151324050188,28.249697946291416
04000341,428.0329237402999,77.04592010958038,23.706438269765822
04000346,275.0,49.49999604000031,15.230768855857997
04000348,414.6165934082976,74.6309808430151,22.96337999274559
04004522,601.6579806661902,108.29842785603999,33.32259503203281
04005192,536.2303323027004,96.5214520927699,29.69890998109947
04010403,270.0655259045331,48.6117907738727,14.957474912682452
04010404,286.7849831931196,51.6212928450581,15.883475601256457
04010746,661.783911498697,119.12109454007789,36.65264650386269
04020405,327.35023339258186,58.92303729682175,18.13016632623121
04030746,391.76154688019983,70.51707279707014,21.697562062348002
04030747,412.94349396749953,74.32982296776407,22.870716025997734
04040747,396.19240618263365,71.31462740770387,21.942963494595993
04050408,411.83713516994857,74.13067840013647,22.809440771026303
04060747,378.7779905197429,68.1800328391511,20.978472804700278
04062810,450.45946181068757,81.08269663930803,24.948523424628274
04064530,333.5566590257846,60.04019382142572,18.473906814378058
04072498,252.28787207106132,45.41181333984597,13.9728664169113
04080409,183.4802441681387,33.026441308149664,10.161982503786575
04090410,291.0401040073195,52.387214530340344,16.119143825164922
04090411,453.0661169940995,81.55189453478634,25.09289201584817
04091014,1104.1030604733091,198.73853498611285,61.15032184405228
04100411,162.01234520861908,29.162219804573848,8.972991206065274
04110412,443.00913540806664,79.74163799412095,24.5358899724864
04110414,903.1554415841001,162.5679664797007,50.02091553337378
04120413,138.39797686381607,24.911633842556185,7.665118529931511
04130414,321.55519076651,57.879929707577425,17.80921012714923
04140415,164.6238135872339,29.632284075119376,9.117626374243692
04140416,476.9164678802008,85.84495735083955,26.413834493947505
04150416,312.263047471667,56.207344048312535,17.29456835733372
04160417,248.45522735497667,44.72193734614081,13.76059686863017
04170418,280.36270670890366,50.465283170380005,15.527780297040072
04172800,314.07913579130036,56.53423991969487,17.39515170794521
04180419,275.8809826637887,49.65857290679613,15.279561740651394
04190420,302.85929973292207,54.514669590752405,16.773745418469645
04200421,292.4184504725881,52.63531687424051,16.195483012131454
04202088,796.4517063919011,143.36129568163855,44.11117034512264
04210422,356.8788284835397,64.23818398798242,19.765596167935215
04220423,219.4351275348013,39.49831979639865,12.153329841230107
04230424,314.0993679528941,56.5378817084904,17.396272258405897
04240425,352.540826740168,63.457343736642734,19.52533761575484
04250426,205.40041542803155,36.97207181927993,11.376022728296572
04260427,441.7429879057939,79.51373146194437,24.465764881778988
04270428,330.70397466455694,59.52671067748339,18.31591199210686
04270429,671.43535318063,120.8583539038451,37.18718787616566
04280429,340.62143736032954,61.31185381991101,18.865186835582882
04293032,433.11877598600313,77.96137344057068,23.988116233363467
04296334,582.971949883402,104.93494258421694,32.287676429537925
04300431,230.7661153635859,41.537897442413666,12.78089222860741
04310432,282.77481023516,50.89946177037185,15.6613737198212
04320433,313.12138221462965,56.36184428968579,17.34210689577378
04330434,162.34839081432068,29.22270800876108,8.991602962230612
04342068,366.98877561602023,66.0579743262457,20.32553168764342
04352011,573.1815143741389,103.17266433353186,31.745436937756942
04353187,3195.4815249126304,575.1866284693432,176.98051086948698
04357353,446.20198413308975,80.3163507186481,24.712724666750212
04370459,391.0408527123509,70.38734785723533,21.657646694034288
04410442,203.85534086699917,36.693958420543176,11.290449370099662
04420443,200.45522700560105,36.08193797445315,11.10213537625765
04430444,228.99471101820018,41.21904468575246,12.682783682662565
04440445,271.95305669557615,48.95154628908,15.062015076997692
04454779,285.5202149872962,51.39363458622255,15.813426902350512
04457393,259.03937193744923,46.6270832185742,14.346795631076066
04475045,391.19483733876564,70.4150650877726,21.66617507313348
04483181,291.5401323744004,52.4772196292145,16.146837703275402
04484457,217.63308834811036,39.17395276874364,12.05352459642397
04490450,265.29417634014817,47.752947920990835,14.693215558698286
04503181,535.4524641255681,96.38143583208739,29.655828052349545
04510447,372.42424688844034,67.03635907701053,20.62657316609028
04530454,230.31423284037857,41.456558594743456,12.755864889476602
04533564,215.64094662909474,38.81536728800767,11.943190596240557
04534477,214.78813055101554,38.66186040623396,11.89595770692498
04544475,172.61812057413044,31.07125921764274,9.560387981080751
04592079,487.7410157311915,87.7933758081444,27.013347898629736
04602011,566.3945308854,101.9510074032914,31.369542476864183
04612068,241.42700777819167,43.45685792352587,13.371341640112975
04620464,340.85187398630177,61.35333240926772,18.877949479168727
04640465,174.42763542512355,31.396971864764488,9.660607262668819
04650466,296.0962681291757,53.2973239994657,16.399177523482287
04660467,276.9295939403975,49.84732292148572,15.337638671464758
04670468,219.58597405112496,39.52547216716472,12.16168441731315
04683032,233.3151493068786,41.996723515500264,12.922069489683874
04690470,453.71302938907314,81.66833875656606,25.12872100914938
04700471,201.69229839680906,36.30461080705677,11.1706500977765
04710472,281.23595811339544,50.622468410613706,15.57614498902141
04720473,222.8820266315365,40.11876158417564,12.34423501727316
04734705,251.15152447435932,45.207270788803015,13.909930243873927
